customer_id,age,sexe,zone_geographique,type_client,montant_consommation,nombre_appels,volume_data,nombre_sms,type_abonnement,duree_abonnement,date_abonnement
CUST_00040,37.36233483042948,F,Sfax,Particulier,50.556635436372304,82.6169032540118,13.352811652854601,26.0,Hybride,40.02864958307083,2023-03-04
CUST_00041,43.86159895994493,M,Sfax,Entreprise,35.00506183302237,63.026401080834994,8.454864614700503,15.0,Postpayé,50.0628597162738,2022-05-10
CUST_00042,37.05641937427965,F,Sfax,Particulier,56.2798861162844,57.29238862508733,3.032314079613436,17.0,Postpayé,19.35914296893194,2023-07-19
CUST_00043,33.612220611341115,M,Tunis,Particulier,63.151181920289645,61.85949634436593,,26.0,Postpayé,34.47716596601288,2024-09-30
CUST_00044,31.386755652928535,M,Sfax,Particulier,71.70706008258622,72.27877640856543,3.9199864001306306,19.0,Postpayé,57.1277748012292,2023-05-15
CUST_00045,18.0,M,Bizerte,Entreprise,27.30004157273219,66.16823669392122,10.377942956770976,18.0,Hybride,35.03721774269637,2023-05-20
CUST_00046,26.3618694992635,M,Tunis,Particulier,49.7960842665665,73.36603180697999,5.409070152085875,29.0,Prépayé,31.010771083892823,2024-07-26
CUST_00047,29.47233474848255,F,Tunis,Particulier,10.05062288845303,78.79329930736128,7.6456655819684975,18.0,Prépayé,43.260544195202336,2023-07-20
CUST_00048,47.68546671462699,F,Sfax,Particulier,53.40031875263419,52.39015267797969,5.094188681942133,17.0,Prépayé,27.780860190194357,2025-03-01
CUST_00049,39.12341947482154,F,Autre,Particulier,58.43502805462415,72.02666485813654,4.753011879398892,24.0,Prépayé,26.362569926555345,2022-11-09
CUST_00050,18.0,M,Bizerte,Particulier,27.50197153436902,55.70740839534004,4.1571771552418415,24.0,Prépayé,54.74280109816678,2022-08-26
CUST_00051,38.88900763273754,M,Bizerte,Particulier,67.94072550170098,78.45869096688727,7.202893091767767,24.0,Postpayé,32.98083214726658,2022-07-20
CUST_00052,30.3790126350042,M,Sfax,Particulier,61.6993594187009,63.85092609049967,,24.0,Prépayé,45.11574111477196,2024-05-18
CUST_00053,26.876935996328495,F,Sousse,Particulier,93.83234753734877,79.94751902701545,11.085337266815332,16.0,Postpayé,59.895038054030906,2023-03-25
CUST_00054,42.34011546609042,M,Tunis,Particulier,59.929135775674055,61.47920113102229,5.446049473933684,18.0,Postpayé,39.72545711595975,2024-10-14
CUST_00055,47.371994269951415,F,Sousse,Particulier,29.54397953028627,66.58890149258791,1.5117644407925788,28.0,Prépayé,44.758481505625895,2023-03-19
CUST_00056,46.175361429394385,F,Autre,Particulier,41.027959288475415,59.358101766519816,6.410198320511276,24.0,Prépayé,26.293833545786846,2024-11-25
CUST_00057,24.929389721328338,M,Sousse,Entreprise,153.29394087041388,48.94868157327559,14.085821355488953,28.0,Postpayé,32.29373398182594,2023-09-05
CUST_00058,31.289451489785424,F,Autre,Particulier,64.23138694903943,69.044390861523,11.156341657037295,23.0,Postpayé,56.91907013982501,2024-12-01
CUST_00059,38.97516117684277,M,Bizerte,Particulier,59.066879095119475,77.65295419148943,,16.0,Postpayé,36.23325296752532,2022-06-26
CUST_00060,46.70654152546831,F,Tunis,Particulier,71.47563250507785,70.88939111160502,2.9518857285226527,19.0,Postpayé,28.889802021100053,2023-09-18
CUST_00061,29.24990914585652,F,Autre,Particulier,47.78142818039079,67.78206876187511,7.7942597714702195,21.0,Hybride,44.21716757845768,2022-04-13
CUST_00062,32.772092280034194,M,Tunis,Particulier,80.99579690771237,68.68300095329226,10.12847410469955,17.0,Postpayé,52.62889100731612,2023-05-04
CUST_00063,21.72398031192766,M,Sousse,Entreprise,45.36119628163629,74.28407042352013,6.362783476740084,22.0,Hybride,35.06194622458205,2024-08-20
CUST_00064,20.64552051103195,F,Tunis,Particulier,117.47908407082636,66.35190847072693,6.27277852409912,,Postpayé,44.24327928418897,2022-05-31
CUST_00065,44.750309868730376,F,Tunis,Particulier,45.25960848053483,75.60073599770169,5.148467034154853,24.0,Postpayé,48.236737250395485,2023-01-28
CUST_00066,51.274880342849876,M,Sfax,Particulier,39.6920628257809,83.96627886056633,3.257574878177634,17.0,Prépayé,37.649637476338256,2023-01-07
CUST_00067,34.13587854103599,F,,Particulier,57.709015471779736,60.01348175676624,4.963387897079235,14.0,Hybride,36.39427671992327,2024-05-25
CUST_00068,47.04239477470429,F,Sfax,Particulier,47.256069337975426,76.47451245004898,9.720767270911203,26.0,Postpayé,59.32190093760204,2022-06-23
CUST_00069,39.33963230057161,F,Sousse,Entreprise,84.67214404969587,63.42270524177758,10.92049517544652,25.0,Postpayé,29.43409233015831,2023-03-13
CUST_00070,27.258562944738507,M,Tunis,Particulier,40.8740426455572,63.24349472672515,4.801970289281014,15.0,Prépayé,40.54109939272256,2022-05-08
CUST_00071,39.336747266100964,F,Tunis,Particulier,7.608921988131295,66.42134875667057,7.557735163668038,20.0,Prépayé,38.37780990973035,2022-06-16
CUST_00072,53.45643879759163,F,Sousse,Particulier,20.13192784927656,52.55886692883255,10.225627002710679,14.0,Prépayé,38.312807707454084,2023-12-06
CUST_00073,34.57008753068058,M,Sfax,Particulier,64.01452355798358,84.1298365295562,2.762153261973101,12.0,Prépayé,47.59620443781788,2023-09-04
CUST_00074,53.77572386976807,M,Bizerte,Particulier,24.63524832744996,68.14327329174485,,19.0,Prépayé,44.985687854776245,2022-12-27
CUST_00075,18.0,F,Bizerte,Particulier,38.43591078550248,72.44688157240238,4.244782862769916,28.0,Postpayé,42.052708965494865,2023-07-12
CUST_00076,44.86283005250269,M,Autre,Particulier,12.059405670479922,80.89624963242683,5.475109961116379,24.0,Prépayé,26.400390050666918,2022-12-08
CUST_00077,36.044564818858056,F,Bizerte,Particulier,19.208514907369327,52.6707198476481,7.905816560626932,23.0,Prépayé,31.67679961912024,2022-07-16
CUST_00078,31.41191179440959,M,Sfax,Particulier,31.12743704169453,80.86355671463585,4.460983373054821,29.0,Prépayé,37.05687578751841,2024-02-06
CUST_00079,36.101129318426025,M,Bizerte,Entreprise,37.03715373634789,67.28746098714261,10.140627243782408,25.0,Postpayé,40.18221038988043,2025-03-01
CUST_00080,18.0,F,Tunis,Particulier,44.04667402058598,79.93753629891559,9.26969587923766,13.0,Prépayé,56.74026725277568,2024-06-06
CUST_00081,32.36393734594986,M,Sfax,Particulier,21.8573840396613,53.17773005902045,6.942766678052092,15.0,Prépayé,39.94139489215906,2022-04-11
CUST_00082,39.28535085814096,M,Bizerte,Particulier,81.27743421242468,72.05139711184981,4.9997089677384965,25.0,Postpayé,47.04366757520369,2023-12-29
CUST_00083,52.73472853689819,M,Sfax,Particulier,128.33049355444706,62.421897171310306,5.802559061761697,20.0,Postpayé,38.71532704735623,2024-05-31
CUST_00084,28.78075738071623,F,Bizerte,Particulier,58.215746293763495,61.372322670618146,5.548534162684428,26.0,Prépayé,46.12457778718606,2022-08-16
CUST_00085,25.29807676528175,M,Autre,Particulier,37.63423799454479,62.72935452348257,1.42497314558422,17.0,Prépayé,39.39856560773904,2024-04-25
CUST_00086,28.978915476985563,M,Autre,Particulier,18.5759071862239,57.41544622094467,,16.0,Prépayé,30.489650502146972,2024-01-08
CUST_00087,45.98482541242489,F,Autre,Particulier,45.89701607036173,66.56018768598666,2.167232055823122,20.0,Hybride,44.69606018692753,2022-11-01
CUST_00088,38.94501331591621,M,Sfax,Particulier,38.19500747355031,84.7377541005605,10.063262324882999,27.0,Prépayé,43.623312034848276,2023-10-08
CUST_00089,28.642877554795533,F,Sfax,Particulier,186.99761521688302,53.74177630314515,2.1305655921501874,15.0,Postpayé,27.95661024558369,2023-12-02
CUST_00090,41.15920919736027,M,Sousse,Entreprise,11.994191184873221,62.421962994446396,8.22304351722533,19.0,Prépayé,38.715473320992,2025-01-13
CUST_00091,36.16493059217648,F,Sfax,Particulier,68.95919018959773,48.520275822273206,3.6256289788960574,16.0,Postpayé,38.62935949220916,2023-11-02
CUST_00092,46.623739886394674,M,Sousse,Particulier,43.34167949207577,67.0771505393783,12.195642506596194,22.0,Prépayé,34.15430107875659,2022-08-30
CUST_00093,26.57536287347177,F,Bizerte,Particulier,34.56339144913199,59.84173528214518,9.825860165273916,22.0,Prépayé,30.090728874228645,2023-06-11
CUST_00094,31.068054240826783,M,Bizerte,Particulier,77.81734506793863,72.12618880228916,0.819881953324889,14.0,Postpayé,41.42389961233168,2024-12-29
CUST_00095,30.294702162414108,M,Sfax,Particulier,22.50735505456113,71.45756748156703,5.294095872949008,16.0,Prépayé,55.342538003406595,2023-12-21
CUST_00096,18.0,M,Tunis,Entreprise,49.407936938140374,67.00911905450874,4.89294994848076,11.0,Prépayé,45.67199794458424,2023-12-21
CUST_00097,38.55344332477491,M,Sfax,Entreprise,71.68738671645059,58.47432119969654,11.750815030815314,23.0,Postpayé,27.11808956455769,2022-05-02
CUST_00098,38.13266326615867,M,Tunis,Particulier,51.792223826370815,77.12546242743838,7.801845702259259,,Hybride,54.250924854876764,2023-05-11
CUST_00099,35.06136147970953,M,Autre,Entreprise,51.75405896338465,60.90894158105647,12.349190518877082,17.0,Prépayé,52.27235395264115,2022-08-27
CUST_00100,32.18495439949824,F,Sfax,Entreprise,60.79618298117685,65.97378894573168,16.153201008679417,21.0,Postpayé,34.640385603534064,2023-09-24
CUST_00101,18.01555109539503,M,Tunis,Entreprise,81.13361051467768,72.6950376386404,9.07416770919166,21.0,Hybride,27.535153752000706,2022-04-06
CUST_00102,29.95225612681569,M,Tunis,Entreprise,36.38372962386898,64.77922627117377,12.584285713812811,15.0,Postpayé,34.9567213982787,2024-12-12
CUST_00103,30.887425801678766,F,Sousse,Particulier,79.71622745174405,62.34344867466789,7.9115389779503404,18.0,Postpayé,35.52923624927802,2024-12-29
CUST_00104,25.372672769340575,F,Sousse,Particulier,46.76358590444359,43.527013255698755,4.011751009337656,24.0,Postpayé,28.02062722264341,2022-07-02
CUST_00105,33.06457146000789,M,Sfax,Particulier,19.050542481210947,80.52477467827897,3.0025331957785673,29.0,Prépayé,41.27153452329643,2024-03-28
CUST_00106,39.84861028177446,M,Tunis,Particulier,152.48735765348454,54.3576741733382,3.4964257936974246,19.0,Postpayé,32.57969310570292,2023-01-01
CUST_00107,57.63423081452636,M,Sfax,Entreprise,17.444333896798206,81.42539451183609,,21.0,Prépayé,29.246657955295383,2024-02-02
CUST_00108,37.09493375398207,F,Sfax,Particulier,33.75603648871389,73.90775298063824,5.382564469710617,10.0,Prépayé,36.86620922340413,2023-09-06
CUST_00109,38.090604688673174,F,Bizerte,Particulier,35.89478786084602,108.4592276586665,6.508725817609322,17.0,Postpayé,54.94175379809499,2022-11-20
CUST_00110,34.106649010805995,M,Sousse,Entreprise,55.22523654954486,84.22634508162577,6.540372373038478,22.0,Prépayé,47.76551768706273,2024-01-21
CUST_00111,18.0,F,Sfax,Entreprise,57.9296828065693,61.56936251162339,16.087606073285357,21.0,Postpayé,43.18456398051951,2024-08-31
CUST_00112,34.6818334946094,F,Tunis,Entreprise,110.64023683114738,64.64894337896047,27.51550909926341,26.0,Postpayé,34.68529870616765,2023-10-22
CUST_00113,35.72276251929232,F,Autre,Particulier,91.45726607147962,48.66827093906034,3.6433172755606025,18.0,Postpayé,28.074397208053533,2023-12-19
CUST_00114,64.55890534982343,F,Sfax,Particulier,81.35123442802993,54.694724135571285,18.021173137709532,25.0,Prépayé,30.22553365612211,2023-01-29
CUST_00115,32.69166842262653,M,Bizerte,Particulier,15.013387216941094,76.48313255355794,14.789106718918998,23.0,Prépayé,47.082947218380646,2022-11-07
CUST_00116,38.61856810800335,M,Tunis,Particulier,42.95907706966663,55.65632872800025,5.372228842535017,18.0,Postpayé,32.51506840000057,2024-09-02
CUST_00117,34.58345876353708,M,Sfax,Particulier,71.97943525952893,60.38686000929618,4.867066578222423,22.0,Hybride,40.4345581611539,2024-07-18
CUST_00118,20.975863548565616,M,Tunis,Particulier,38.01796919869095,70.21792258275796,3.4634028904199727,16.0,Prépayé,43.30188282195502,2025-01-17
CUST_00119,48.71387377418024,M,Sousse,Particulier,29.346159185631084,46.89931823807105,8.727293769072961,21.0,Prépayé,26.754914156948765,2024-11-04
CUST_00120,44.02319639224129,F,Autre,Particulier,159.64511340030103,87.6555546661987,5.593638540333796,21.0,Postpayé,39.13580105745824,2024-05-18
CUST_00121,44.49238336451656,M,Sfax,Particulier,32.67699315735285,79.77750371061808,5.953593317445662,34.0,Prépayé,42.45982805467514,2023-08-03
CUST_00122,24.087350542463135,M,Tunis,Particulier,47.648756859018235,72.87318085628432,3.0462810425695857,,Postpayé,58.41995838322679,2023-09-03
CUST_00123,51.833531731233194,M,Tunis,Particulier,111.2395229570633,63.12042618016932,8.868515932451594,18.0,Postpayé,40.26761373370959,2023-10-01
CUST_00124,18.177787246492628,F,Sfax,Particulier,71.1084135948728,77.66896344824207,4.629321770626248,27.0,Postpayé,46.54521405328693,2022-12-17
CUST_00125,42.04228512560324,M,Tunis,Particulier,34.37992101595764,51.24179868369259,2.577064080721904,21.0,Prépayé,34.84683864129629,2024-05-23
CUST_00126,61.285467509719744,M,Tunis,Particulier,44.30387485344862,68.64349390226249,5.116759561569088,25.0,Prépayé,49.224986744048884,2023-01-13
CUST_00127,23.113564098431738,M,Bizerte,Particulier,45.08252094039791,54.1048512052446,3.181581839391898,25.0,Prépayé,28.821074298201424,2023-02-25
CUST_00128,28.204427244766737,M,Sfax,Particulier,42.66897702855339,96.23679064790211,11.165451153602902,19.0,Postpayé,43.63700096701808,2024-11-17
CUST_00129,36.19581638105169,F,Tunis,Entreprise,61.190142536999936,53.46576863195543,29.363215216514266,15.0,Postpayé,40.6993911367248,2022-08-26
CUST_00130,28.958292150605608,F,Autre,Particulier,34.2725548241183,71.1136988383243,5.2065082591456076,25.0,Postpayé,51.30574220920064,2024-01-20
CUST_00131,18.0,M,Tunis,Particulier,82.0181077951967,70.2373369909637,9.672113001037326,21.0,Postpayé,43.34150406319122,2024-04-07
CUST_00132,35.82275569767233,F,Autre,Particulier,70.5880048884875,59.0243078506294,9.537019049670041,14.0,Prépayé,37.26583221076604,2022-09-13
CUST_00133,22.25235543528674,F,Sfax,Entreprise,43.55823944254111,67.1280061311194,0.6672524347058741,19.0,Postpayé,49.17334695804311,2022-10-30
CUST_00134,40.68310916762218,F,Autre,Particulier,30.964303435806805,61.57177235517288,3.500016119736409,26.0,Postpayé,43.190168267843916,2024-07-22
CUST_00135,23.96690918919436,M,Sousse,Particulier,51.43313579205051,64.18902330669604,5.742622410841156,24.0,Postpayé,30.99800674835927,2024-11-16
CUST_00136,53.59921286021047,M,Autre,Entreprise,29.226740026085135,86.82685327520949,8.157377634236703,13.0,Prépayé,37.82040202414205,2023-10-25
CUST_00137,25.600960491965154,M,Autre,Particulier,96.98942573623275,61.16814982689193,3.3211672927153097,17.0,Postpayé,30.144999631684954,2023-01-17
CUST_00138,31.135261805531893,F,Tunis,Particulier,59.57617199802557,71.19888943528296,9.898626499164916,13.0,Postpayé,42.397778870565936,2023-06-10
CUST_00139,44.76220660843604,M,Autre,Particulier,82.68910980035547,67.43684997135922,3.976492803855086,24.0,Postpayé,43.48265951353028,2024-05-16
CUST_00140,20.229628202792536,M,Sfax,Particulier,25.713665032563796,74.94992818282942,6.518859660798116,22.0,Prépayé,56.14568371422798,2025-01-10
CUST_00141,37.72951921524955,M,Sfax,Particulier,64.24918127293826,59.18420188643763,9.414174901116487,13.0,Postpayé,37.637678805668905,2022-05-12
CUST_00142,50.685713051389136,F,Sfax,Particulier,21.873600631852728,72.21566281811387,11.534351803907203,22.0,Prépayé,36.25596758134694,2024-02-11
CUST_00143,18.0,M,Sousse,Entreprise,39.75068933956001,44.55407288885359,5.172321425405084,19.0,Postpayé,27.297351111010258,2024-03-28
CUST_00144,37.21560630238765,F,Tunis,Entreprise,65.70390685963469,68.81541681987451,5.492736988578341,24.0,Hybride,37.630833639749014,2022-06-28
CUST_00145,38.11859353098108,F,Sousse,Particulier,56.93867317823785,58.77544627502429,6.098613602549067,20.0,Postpayé,36.68708436052159,2022-07-12
CUST_00146,44.381874461327726,M,Sousse,Particulier,85.42406505866106,58.832423644057435,1.1674314076044905,18.0,Postpayé,40.0771991525177,2023-08-13
CUST_00147,20.156591469463017,F,Bizerte,Particulier,46.509533128565735,83.23445150439346,2.8398972174807082,20.0,Postpayé,36.44992049900568,2022-06-17
CUST_00148,19.154520642988686,M,Autre,Entreprise,32.77533777479664,65.50357331367174,21.0246024290632,16.0,Prépayé,36.46577773681611,2023-04-30
CUST_00149,41.263298787402775,F,Sfax,Entreprise,10.183311668472767,47.61714105822149,15.378075787843459,18.0,Prépayé,40.05041487712204,2022-05-21
CUST_00150,38.56381607879823,M,Sfax,Particulier,39.313022073063436,70.5192162541333,4.958190028807591,18.0,Hybride,38.27297304732021,2023-09-29
CUST_00151,38.00591420415052,F,Tunis,Entreprise,48.95883103048662,72.2448034196649,14.07702921339617,18.0,Postpayé,36.310949848424364,2024-07-28
CUST_00152,39.15737851396371,F,Tunis,Particulier,54.22596378032635,72.20015532266345,7.994179870655462,27.0,Prépayé,36.22670815596877,2024-06-21
CUST_00153,26.83970334105811,F,Tunis,Particulier,17.098545487555366,62.493175836516976,1.9840267532920173,17.0,Prépayé,60.0,2023-07-26
CUST_00154,37.78704436593204,F,Sfax,Particulier,65.49421531415359,55.75822016041426,3.9311538153592918,28.0,Postpayé,35.99565892783968,2022-09-12
CUST_00155,38.516869679584175,M,Tunis,Particulier,81.55826019797047,67.2189549393282,11.312215983380904,21.0,Postpayé,37.18154069250652,2023-01-15
CUST_00156,26.427782983683585,F,Autre,Particulier,108.93772376601265,70.5775395216308,6.162675720951612,11.0,Postpayé,26.031320574340707,2024-08-11
CUST_00157,57.38929413373708,F,Sousse,Particulier,47.71275783332335,68.6633866053672,6.379530907757188,14.0,Prépayé,49.26823175079823,2024-05-19
CUST_00158,40.68599505094145,F,Sfax,Particulier,45.28313539038331,72.24270354630491,5.214753269272391,24.0,Hybride,22.445260247974428,2022-12-14
CUST_00159,20.704358033568216,M,,Entreprise,72.38804336278682,44.63796529333296,2.865876183881389,18.0,Postpayé,31.288133215685164,2024-02-14
CUST_00160,42.878643303605955,F,Tunis,Particulier,116.15181450559645,80.83663803548117,3.6048490603853924,17.0,Postpayé,44.351139349073506,2024-07-29
CUST_00161,23.303819957272143,F,Sfax,Particulier,67.32212063930001,55.16748982741509,6.795074252287642,21.0,Postpayé,25.38065869867065,2024-03-09
CUST_00162,44.44501524490943,F,Sousse,Particulier,35.444031963408555,65.42876460863404,3.9909976800702864,20.0,Prépayé,33.52809103802865,2023-05-12
CUST_00163,48.903146948088846,M,Sfax,Particulier,78.5757358271664,65.2657298088242,2.6517685764287084,19.0,Hybride,38.86325491239191,2024-04-07
CUST_00164,25.151812179779476,F,Sfax,Particulier,86.5001790327081,74.60000371982217,2.899901692265221,17.0,Prépayé,38.14815503670771,2022-06-13
CUST_00165,46.56051355093186,M,Autre,Particulier,36.83633529861265,89.31465292640357,11.442224539201188,18.0,Prépayé,33.30545212896053,2023-07-26
CUST_00166,39.95337112323798,F,Autre,Particulier,88.74419490916404,70.37000450076934,3.8537872436733407,18.0,Postpayé,46.60417604326946,2023-01-23
CUST_00167,44.86472191993388,M,Sousse,Particulier,100.87756322928317,78.05542573783772,10.184291393550923,12.0,Postpayé,47.27438818459949,2025-03-09
CUST_00168,57.76151579184737,F,Sousse,Particulier,117.35892773719019,67.98593271167775,6.396944931036074,26.0,Postpayé,44.650920663144134,2025-03-12
CUST_00169,32.05534260796556,F,Sousse,Particulier,110.15680828569191,66.19155935050482,4.6137288168687585,18.0,Postpayé,35.08481500103026,2024-06-28
CUST_00170,25.955166027710124,M,Tunis,Particulier,24.761199376963397,73.07732691528689,3.217100377274861,22.0,Prépayé,40.53332099093632,2023-06-11
CUST_00171,24.32582684449372,F,Sfax,Particulier,54.226877824273075,64.39372362453011,7.807669302450851,24.0,Hybride,34.15359088443772,2022-10-15
CUST_00172,25.210276580414742,M,Tunis,Particulier,51.56632822020705,80.94059003724443,9.492514284824649,21.0,Prépayé,60.0,2023-09-26
CUST_00173,34.07477948703075,F,Sfax,Entreprise,128.40891342924436,82.39835829397967,16.477672885260155,23.0,Postpayé,42.06613498962012,2023-05-22
CUST_00174,39.09382369779973,F,Sousse,Particulier,30.589599894917956,43.24188276702374,2.139574377775224,18.0,Prépayé,35.13088364694917,2023-08-06
CUST_00175,38.320289591960226,F,Tunis,Particulier,80.44840323329561,82.60851503190759,3.846898362000709,17.0,Postpayé,60.0,2024-03-31
CUST_00176,44.92619898843229,F,Autre,Particulier,39.50805254327204,62.60250122265098,4.148803578536032,20.0,Prépayé,36.09239396228474,2023-01-26
CUST_00177,35.156022702534884,F,Autre,Particulier,71.28602658874152,69.43087604365778,1.2122730364396528,15.0,Postpayé,41.69566539521994,2023-06-18
CUST_00178,52.442408925887804,M,Bizerte,Particulier,79.50627813034055,64.58401588555977,6.997796469533207,20.0,Postpayé,46.7818542853631,2023-08-19
CUST_00179,31.824118001144527,M,Sousse,Entreprise,21.141518670547306,69.92742075351713,15.160756033234074,30.0,Postpayé,34.475809141379095,2024-09-13
CUST_00180,67.64202999907542,F,Autre,Entreprise,236.44855731384982,81.6891610073438,14.859806795830014,18.0,Postpayé,33.91665738908821,2025-03-14
CUST_00181,42.50800817318007,F,Tunis,Entreprise,64.28346064131021,77.33873132692156,13.476037936151302,17.0,Postpayé,48.72832947484916,2024-08-25
CUST_00182,24.71410932300461,F,Bizerte,Particulier,66.61051586332279,63.111604056281436,,17.0,Postpayé,46.77117222391031,2023-03-21
CUST_00183,22.14929002326665,F,Tunis,Particulier,19.471467078104354,82.17292888196984,3.1331661334859344,19.0,Hybride,46.737373003517575,2023-06-20
